# Frequency list

# Corpus: decow16b
# Query:  "[eE]in" "[bB]i(ss|ß)chen" [tag="ADJ.*|N.*"] 548922

# Frequency limit: 0


Lemma	Frequency	
eine bisschen deckungsgleich	1	
eine bisschen debil-penetrant	1	
eine bisschen de-motiviert	1	
eine bisschen de-eskaliert	1	
eine bisschen dazugewonnen	1	
eine bisschen dazugetan	1	
eine bisschen dazugesammelt	1	
eine bisschen dazugehört	1	
eine bisschen dazugegeben	1	
eine bisschen dazugebastelt	1	
eine bisschen dazubezahlt	1	
eine bisschen dauerkrank	1	
eine bisschen dauerdepressiv	1	
eine bisschen datschig	1	
eine bisschen datenschutzgeil	1	
eine bisschen datenbankbasiert	1	
eine bisschen darwinistisch	1	
eine bisschen darufhingewiesen	1	
eine bisschen darufgeregnet	1	
eine bisschen dargestellt	1	
eine bisschen dandyhaft	1	
eine bisschen dancig	1	
eine bisschen dampfig	1	
eine bisschen dampfend	1	
eine bisschen dalmatinisch	1	
eine bisschen dahintergeklemmt	1	
eine bisschen dahingezogen	1	
eine bisschen dahingespielt	1	
eine bisschen dahingeschmiert	1	
eine bisschen dahingeschmettert	1	
eine bisschen dahingeschludert	1	
eine bisschen daherkonstruiert	1	
eine bisschen dahergehudelt	1	
eine bisschen dahergeholt	1	
eine bisschen dackelhaft	1	
eine bisschen curryfarben	1	
eine bisschen curry-artig	1	
eine bisschen cremig-weich	1	
eine bisschen crackig	1	
eine bisschen countrylastig	1	
eine bisschen countryhaft	1	
eine bisschen computersteril	1	
eine bisschen computermäßig	1	
eine bisschen computerinteressiert	1	
eine bisschen computerdoof	1	
eine bisschen computerblind	1	
eine bisschen communityfreundlich	1	
eine bisschen comichaft	1	
eine bisschen comedyhaft	1	
eine bisschen collagiert	1	
eine bisschen coachend	1	
eine bisschen clubtauglich	1	
eine bisschen clubartig	1	
eine bisschen clip-artig	1	
eine bisschen chirurgisch	1	
eine bisschen chauvihaft	1	
eine bisschen chat-artig	1	
eine bisschen chartverdächtig	1	
eine bisschen charakterstark	1	
eine bisschen charakterlos	1	
eine bisschen charakterentwicklungstechnisch	1	
eine bisschen chaostheoretisch	1	
eine bisschen chancenlos	1	
eine bisschen cartoonhaft	1	
eine bisschen calvinistisch	1	
eine bisschen bürgerrechtlich	1	
eine bisschen bürgernah	1	
eine bisschen böhmisch	1	
eine bisschen bärig	1	
eine bisschen bußfertig	1	
eine bisschen buttonlastig	1	
eine bisschen business-bezogen	1	
eine bisschen burlesk	1	
eine bisschen bundisch	1	
eine bisschen bundesweit	1	
eine bisschen bulldozerhaft	1	
eine bisschen bulgarisch	1	
eine bisschen buglastig	1	
eine bisschen bugfix	1	
eine bisschen budget-orientiert	1	
eine bisschen buckelig	1	
eine bisschen buchmessig	1	
eine bisschen bubihaft	1	
eine bisschen brüsk	1	
eine bisschen brüderlich	1	
eine bisschen brutig	1	
eine bisschen bruddelnd	1	
eine bisschen bruchfest	1	
eine bisschen bruchempfindlich	1	
eine bisschen britisch-verstockt	1	
eine bisschen brillenlos	1	
eine bisschen briefartig	1	
eine bisschen bretonisch	1	
eine bisschen brennender	1	
eine bisschen bremsend	1	
eine bisschen breitgezogen	1	
eine bisschen breitgelatscht	1	
eine bisschen breitgeklopft	1	
eine bisschen breiig-schwer	1	
eine bisschen brechtisch	1	
eine bisschen braungebrannt	1	
eine bisschen braun-grau	1	
eine bisschen braun-gold-orange-metallic	1	
eine bisschen braun-bitter	1	
eine bisschen bratzig	1	
eine bisschen brandneu	1	
eine bisschen brandfremd	1	
eine bisschen brammig	1	
eine bisschen bpm-Geschraube	1	
eine bisschen boulevardesk	1	
eine bisschen bosshaft	1	
eine bisschen bosnisch	1	
eine bisschen borkig	1	
eine bisschen bohrend	1	
eine bisschen bocksbeinig	1	
eine bisschen bockbeinig	1	
eine bisschen boardgerecht	1	
eine bisschen blutvoll	1	
eine bisschen blutstillend	1	
eine bisschen blutrünstig	1	
eine bisschen blumig-altbacken	1	
eine bisschen blumenkindlich	1	
eine bisschen blubbernd	1	
eine bisschen blondinenfreundlich	1	
eine bisschen blogtechnisch	1	
eine bisschen blogfern	1	
eine bisschen blogabstinent	1	
eine bisschen blockig	1	
eine bisschen blockiert	1	
eine bisschen blitzlichtgewittert	1	
eine bisschen blendempfindlich	1	
eine bisschen bleigrau	1	
eine bisschen bleibend	1	
eine bisschen blauweiß	1	
eine bisschen blaugrün	1	
eine bisschen blaugelb	1	
eine bisschen blau-weiß	1	
eine bisschen blau-schwarz	1	
eine bisschen blau-lila	1	
eine bisschen blau-grau	1	
eine bisschen blau-gelb	1	
eine bisschen blau-feindlich	1	
eine bisschen blassgrün	1	
eine bisschen blankgeritten	1	
eine bisschen bitterböse	1	
eine bisschen bittender	1	
eine bisschen bittend	1	
eine bisschen bissfreudig	1	
eine bisschen birnenförmig	1	
eine bisschen biographisch	1	
eine bisschen bilingual	1	
eine bisschen bildungsfern	1	
eine bisschen bildungsbürgerlicher	1	
eine bisschen bildungsbeflissen	1	
eine bisschen bildschirmsprengend	1	
eine bisschen bildergeil	1	
eine bisschen bildarm	1	
eine bisschen bild-lastig	1	
eine bisschen bilateral	1	
eine bisschen bilanzierend	1	
eine bisschen bigamisch	1	
eine bisschen biergetrunken	1	
eine bisschen biegbar	1	
eine bisschen biedermeierlich	1	
eine bisschen biedermeierhaft	1	
eine bisschen bieder-elegant	1	
eine bisschen bibliophil	1	
eine bisschen bibelkundig	1	
eine bisschen bibbernd	1	
eine bisschen bezüglich	1	
eine bisschen beziehungsgehemmt	1	
eine bisschen bezahlt	1	
eine bisschen bewährt	1	
eine bisschen bewohnter	1	
eine bisschen bewohnt	1	
eine bisschen bewohnbar	1	
eine bisschen beweht	1	
eine bisschen bewegungsunfähiger	1	
eine bisschen bewegungslos	1	
eine bisschen bewegungsintensiv	1	
eine bisschen bewegend	1	
eine bisschen bevölkert	1	
eine bisschen beutelig	1	
eine bisschen beunruhigender	1	
eine bisschen betuttelt	1	
eine bisschen betucht	1	
eine bisschen bettelnd	1	
eine bisschen betrübter	1	
eine bisschen betrübt	1	
eine bisschen betruebt	1	
eine bisschen betrollt	1	
eine bisschen betriebsam	1	
eine bisschen betreut	1	
eine bisschen betreten	1	
eine bisschen betreffend	1	
eine bisschen betont	1	
eine bisschen betend	1	
eine bisschen beteiligen	1	
eine bisschen betaumelt	1	
eine bisschen betaeubt	1	
eine bisschen bestürzend	1	
eine bisschen bestätigend	1	
eine bisschen bestuerzt	1	
eine bisschen bestimmerisch	1	
eine bisschen bestimmender	1	
eine bisschen bestickt	1	
eine bisschen bestellt	1	
eine bisschen besserwischerisch	1	
eine bisschen besserformuliert	1	
eine bisschen besinnungslos	1	
eine bisschen beschützt	1	
eine bisschen beschützend	1	
eine bisschen beschönigend	1	
eine bisschen beschäftigungslos	1	
eine bisschen beschwingend	1	
eine bisschen beschwichtigend	1	
eine bisschen beschreibend	1	
eine bisschen beschraenkt	1	
eine bisschen beschneit	1	
eine bisschen beschliffen	1	
eine bisschen beschleckt	1	
eine bisschen beschlagnahmt	1	
eine bisschen beschlagener	1	
eine bisschen beschaemt	1	
eine bisschen besabbelt	1	
eine bisschen berührungsempfindlich	1	
eine bisschen berühmt-berüchtigt	1	
eine bisschen berufstolz	1	
eine bisschen berufserfahren	1	
eine bisschen bernsteinfarben	1	
eine bisschen berlinlastig	1	
eine bisschen beritten	1	
eine bisschen bergziegig	1	
eine bisschen bergsteigerisch	1	
eine bisschen bergisch	1	
eine bisschen berghoch	1	
eine bisschen bereut	1	
eine bisschen bereitwilliger	1	
eine bisschen berechtigter	1	
eine bisschen berechtigt	1	
eine bisschen berammelt	1	
eine bisschen benötigt	1	
eine bisschen benutzerunfreundlich	1	
eine bisschen bengalisch	1	
eine bisschen beneidet	1	
eine bisschen bemühter	1	
eine bisschen bemühend	1	
eine bisschen bemuttert	1	
eine bisschen bemittelt	1	
eine bisschen bemitleidend	1	
eine bisschen bemehlt	1	
eine bisschen belästigend	1	
eine bisschen belustigt	1	
eine bisschen belletristisch	1	
eine bisschen bellend	1	
eine bisschen belehrbar	1	
eine bisschen belebender	1	
eine bisschen belastender	1	
eine bisschen belaechelt	1	
eine bisschen beladen	1	
eine bisschen bekömmlich	1	
eine bisschen beknuddelt	1	
eine bisschen bekackt	1	
eine bisschen beißender	1	
eine bisschen beispielhaft	1	
eine bisschen beispielgebend	1	
eine bisschen beigespachtelt	1	
eine bisschen beigemischt	1	
eine bisschen beigegangen	1	
eine bisschen behütet	1	
eine bisschen behindertengerechter	1	
eine bisschen behindertengerecht	1	
eine bisschen behindertenfeindlich	1	
eine bisschen beherrscht	1	
eine bisschen beherrschend	1	
eine bisschen beherrschbar	1	
eine bisschen behelfsmäßig	1	
eine bisschen behandelt	1	
eine bisschen behaemmert	1	
eine bisschen begrüßenswert	1	
eine bisschen begleitet	1	
eine bisschen begeisterungsfähig	1	
eine bisschen begehrt	1	
eine bisschen begehbar	1	
eine bisschen befördert	1	
eine bisschen befördernd	1	
eine bisschen befuerchtet	1	
eine bisschen befriedigt	1	
eine bisschen befriedigender	1	
eine bisschen befreundet	1	
eine bisschen beflunkert	1	
eine bisschen beflegelt	1	
eine bisschen befindlich	1	
eine bisschen befeuchtet	1	
eine bisschen befestigt	1	
eine bisschen befeilt	1	
eine bisschen befeiert	1	
eine bisschen beerig	1	
eine bisschen beengt	1	
eine bisschen bedürftig	1	
eine bisschen bedudelt	1	
eine bisschen bedrängend	1	
eine bisschen bedrueckt	1	
eine bisschen bedrohter	1	
eine bisschen bedingungslos	1	
eine bisschen bedienungsfreundlich	1	
eine bisschen bedeutungslos	1	
eine bisschen bedenkend	1	
eine bisschen bedeckter	1	
eine bisschen bedauernswert	1	
eine bisschen bedachtsam	1	
eine bisschen bebrodelt	1	
eine bisschen bebremst	1	
eine bisschen bebilderter	1	
eine bisschen beanstandungslos	1	
eine bisschen beangelt	1	
eine bisschen beachtenswert	1	
eine bisschen beabsichtigt	1	
eine bisschen bayrisch-kulturell	1	
eine bisschen baugleich	1	
eine bisschen baugeschichtlich	1	
eine bisschen bauchwehmachend	1	
eine bisschen bauchweh	1	
eine bisschen bauchoffen	1	
eine bisschen basteltalentiert	1	
eine bisschen bassig	1	
eine bisschen basisdemokratischer	1	
eine bisschen basierend	1	
eine bisschen bartig	1	
eine bisschen banddienlich	1	
eine bisschen banausig	1	
eine bisschen bananenartig	1	
eine bisschen bammelig	1	
eine bisschen ballonartig	1	
eine bisschen ballon-artig	1	
eine bisschen balkanisch	1	
eine bisschen balinesisch	1	
eine bisschen balanciert	1	
eine bisschen backspinlastig	1	
eine bisschen aviatikinteressiert	1	
eine bisschen außerparlamentarisch	1	
eine bisschen außerordentlich	1	
eine bisschen autosuggestiv	1	
eine bisschen autoritativ	1	
eine bisschen automobil	1	
eine bisschen autogefahren	1	
eine bisschen autoblind	1	
eine bisschen autobekloppt	1	
eine bisschen ausziehbar	1	
eine bisschen auswendiggelernt	1	
eine bisschen ausweichend	1	
eine bisschen austro-teutonisch	1	
eine bisschen austarierend	1	
eine bisschen aussichtsreicher	1	
eine bisschen aussichtsloser	1	
eine bisschen aussermittig	1	
eine bisschen ausserirdisch	1	
eine bisschen aussehend	1	
eine bisschen ausschreitend	1	
eine bisschen ausschattiert	1	
eine bisschen aussagefähig	1	
eine bisschen aussagearm	1	
eine bisschen ausreichend	1	
eine bisschen ausrangiert	1	
eine bisschen auskunftsfreudig	1	
eine bisschen auskunftsfaul	1	
eine bisschen ausgrenzend	1	
eine bisschen ausgezeichnet	1	
eine bisschen ausgezackt	1	
eine bisschen ausgewählter	1	
eine bisschen ausgeweitet	1	
eine bisschen ausgetüftelter	1	
eine bisschen ausgetrudelt	1	
eine bisschen ausgetreten	1	
eine bisschen ausgestaubt	1	
eine bisschen ausgesprochen	1	
eine bisschen ausgesiebt	1	
eine bisschen ausgeschweift	1	
eine bisschen ausgeschnitten	1	
eine bisschen ausgeschmückter	1	
eine bisschen ausgeschmissen	1	
eine bisschen ausgeschlossener	1	
eine bisschen ausgeschlafener	1	
eine bisschen ausgepowert	1	
eine bisschen ausgenommen	1	
eine bisschen ausgemergelter	1	
eine bisschen ausgelöst	1	
eine bisschen ausgelatscht	1	
eine bisschen ausgelastet	1	
eine bisschen ausgelassener	1	
eine bisschen ausgelabbert	1	
eine bisschen ausgeklügelt	1	
eine bisschen ausgeklinkt	1	
eine bisschen ausgeklappert	1	
eine bisschen ausgehaut	1	
eine bisschen ausgefroren	1	
eine bisschen ausgeformt	1	
eine bisschen ausgedruckt	1	
eine bisschen ausgebufft	1	
eine bisschen ausgebacken	1	
eine bisschen ausformuliert	1	
eine bisschen ausdrücklich	1	
eine bisschen ausdistanziert	1	
eine bisschen ausdekoriert	1	
eine bisschen ausdauernd	1	
eine bisschen ausbausicher	1	
eine bisschen ausbaufähiger	1	
eine bisschen aufwandsbeleidigend	1	
eine bisschen auftrittsgeil	1	
eine bisschen aufsteigend	1	
eine bisschen aufsehenerregend	1	
eine bisschen aufschneiderisch	1	
eine bisschen aufreizender	1	
eine bisschen aufmunternder	1	
eine bisschen aufmucksend	1	
eine bisschen aufmuckend	1	
eine bisschen aufmerksamkeitsgeil	1	
eine bisschen auflockernder	1	
eine bisschen aufhellend	1	
eine bisschen aufheiternd	1	
eine bisschen aufgezwirbelt	1	
eine bisschen aufgezeichnet	1	
eine bisschen aufgewirbelter	1	
eine bisschen aufgetaut	1	
eine bisschen aufgetauchter	1	
eine bisschen aufgestülpt	1	
eine bisschen aufgestutzt	1	
eine bisschen aufgespult	1	
eine bisschen aufgesetzt-gagig	1	
eine bisschen aufgesehen	1	
eine bisschen aufgeschrammt	1	
eine bisschen aufgeschnitten	1	
eine bisschen aufgeschnappt	1	
eine bisschen aufgescharrt	1	
eine bisschen aufgeruestet	1	
eine bisschen aufgerollt	1	
eine bisschen aufgerauhter	1	
eine bisschen aufgeratzt	1	
eine bisschen aufgequollen	1	
eine bisschen aufgepusht	1	
eine bisschen aufgepumpt	1	
eine bisschen aufgemöbelt	1	
eine bisschen aufgemotzter	1	
eine bisschen aufgekratzt	1	
eine bisschen aufgeklebt	1	
eine bisschen aufgekauft	1	
eine bisschen aufgekalkt	1	
eine bisschen aufgejazzt	1	
eine bisschen aufgejault	1	
eine bisschen aufgehobener	1	
eine bisschen aufgehellt	1	
eine bisschen aufgehebelt	1	
eine bisschen aufgehakt	1	
eine bisschen aufgefettet	1	
eine bisschen aufgefeilt	1	
eine bisschen aufgefasert	1	
eine bisschen aufgedrehter	1	
eine bisschen aufgedreht	1	
eine bisschen aufgebläht	1	
eine bisschen aufgeblasener	1	
eine bisschen aufgebessert	1	
eine bisschen aufgearbeitet	1	
eine bisschen aufgabenfaul	1	
eine bisschen auffrisiert	1	
eine bisschen auffrischend	1	
eine bisschen auffordernd	1	
eine bisschen aufemulgiert	1	
eine bisschen aufbegehrend	1	
eine bisschen aufbauschend	1	
eine bisschen auf-Entschuldigung	1	
eine bisschen atmungsaktiver	1	
eine bisschen atmend	1	
eine bisschen atheistisch	1	
eine bisschen asynchron	1	
eine bisschen assyrisch	1	
eine bisschen assoziativ	1	
eine bisschen asphaltgewandert	1	
eine bisschen asia-lastig	1	
eine bisschen aserbaidschanisch	1	
eine bisschen artverwandt	1	
eine bisschen artikulativ	1	
eine bisschen artentfremdet	1	
eine bisschen arsenhaltig	1	
eine bisschen arrivierter	1	
eine bisschen arriviert	1	
eine bisschen armeslig	1	
eine bisschen aristotelisch	1	
eine bisschen arisch	1	
eine bisschen argumentierend	1	
eine bisschen arena-Flair	1	
eine bisschen architektisch	1	
eine bisschen arbeitsreich	1	
eine bisschen arbeitsplatzschaffend	1	
eine bisschen arbeitsaufwendiger	1	
eine bisschen aquatisch-frisch	1	
eine bisschen apodiktisch	1	
eine bisschen aphrodisierend	1	
eine bisschen apfelig	1	
eine bisschen apart	1	
eine bisschen anwendungsorientiert	1	
eine bisschen anwenderfreundlich	1	
eine bisschen anwendbar	1	
eine bisschen anverdaut	1	
eine bisschen antrainiert	1	
eine bisschen antisemitischer	1	
eine bisschen antipositionell	1	
eine bisschen antikonformistisch	1	
eine bisschen antikommunistisch	1	
eine bisschen antifeministisch	1	
eine bisschen antideutsch	1	
eine bisschen antichristlich	1	
eine bisschen antibritisch	1	
eine bisschen antibakteriell	1	
eine bisschen antiautoritärer	1	
eine bisschen anti-sozial	1	
eine bisschen anti-kolonial	1	
eine bisschen anti-hippiesk	1	
eine bisschen anti-bakteriell	1	
eine bisschen anthropologisch	1	
eine bisschen anthrazit	1	
eine bisschen antarktisch	1	
eine bisschen anstellerisch	1	
eine bisschen ansteigend	1	
eine bisschen anschließend	1	
eine bisschen anschaubar	1	
eine bisschen ansatzweise	1	
eine bisschen anreizend	1	
eine bisschen anpassungsfähig	1	
eine bisschen anliegend	1	
eine bisschen ankorrodiert	1	
eine bisschen animierend	1	
eine bisschen animal	1	
eine bisschen anheimelnd	1	
eine bisschen angstverursachend	1	
eine bisschen angstfreier	1	
eine bisschen angrifflich	1	
eine bisschen angreifbar	1	
eine bisschen angolanisch	1	
eine bisschen anglizistisch	1	
eine bisschen anglistik-lastig	1	
eine bisschen angezischt	1	
eine bisschen angezerrt	1	
eine bisschen angeweicht	1	
eine bisschen angetrunken	1	
eine bisschen angetrieben	1	
eine bisschen angestunken	1	
eine bisschen angestaucht	1	
eine bisschen angesoffen	1	
eine bisschen angesehen	1	
eine bisschen angeschwitzt	1	
eine bisschen angeschwebt	1	
eine bisschen angeschnupft	1	
eine bisschen angeschminkt	1	
eine bisschen angescheuert	1	
eine bisschen angeschabt	1	
eine bisschen angesagter	1	
eine bisschen angerauht	1	
eine bisschen angeprickelt	1	
eine bisschen angepieselt	1	
eine bisschen angepickt	1	
eine bisschen angeordnet	1	
eine bisschen angemacht	1	
eine bisschen angeluvt	1	
eine bisschen angekündigt	1	
eine bisschen angekuschelt	1	
eine bisschen angekupfert	1	
eine bisschen angekritzelt	1	
eine bisschen angekrempelt	1	
eine bisschen angekrankt	1	
eine bisschen angekohlt	1	
eine bisschen angeknuspert	1	
eine bisschen angeknickt	1	
eine bisschen angekickt	1	
eine bisschen angekaut	1	
eine bisschen angekackt	1	
eine bisschen angejazzt	1	
eine bisschen angeheitert	1	
eine bisschen angegrunzt	1	
eine bisschen angegroovt	1	
eine bisschen angegrast	1	
eine bisschen angeglichen	1	
eine bisschen angegeben	1	
eine bisschen angefrustet	1	
eine bisschen angefressen	1	
eine bisschen angeflockt	1	
eine bisschen angefilzt	1	
eine bisschen angefickt	1	
eine bisschen angedunkelt	1	
eine bisschen angedudelt	1	
eine bisschen angeditscht	1	
eine bisschen angedellt	1	
eine bisschen angedaddelt	1	
eine bisschen angebremst	1	
eine bisschen angebraten	1	
eine bisschen angebrannt	1	
